,Name,Total Bedroom,Total Bathroom,Apart Size,Max Capacity,Max Watt,Address,Swim Pool,Furnish Type,Price
509,Gorgeous and Strategic 1BR Lexington Apartment By Travelio,1,1,56,2,2200,"Jl. Deplu Raya, RT.3/RW.3, Bintaro, Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330",1,Full Furnished,7749999
510,Modern and Cozy 2BR Royal Olive Apartment By Travelio,2,1,56,4,1,"Jalan Buncit Raya No.101, RT.1/RW.2, Pejaten Barat, Pancoran, RT.1/RW.7, Pejaten Bar., Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760",1,Full Furnished,7822565
511,Sea View 2BR Apartment at Green Bay Condominium By Travelio,2,2,77,4,3500,"Jl. Pluit Karang Ayu Barat No.B1, RT.20/RW.2, Pluit, Penjaringan, Kota Jakarta Utara",-1,Full Furnished,7834950
512,Luxurious Studio at Capitol Suites Apartment By Travelio,0,1,28,2,2200,"Jalan Prapatan Raya Nomor 20-22, Kelurahan Senen, Kecamatan Senen, Jakarta Pusat, Propinsi Daerah Khusus Ibukota Jakarta",1,Full Furnished,7849999
513,Simply Modern Studio Menteng Park Apartment By Travelio,0,1,33,2,1300,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,Full Furnished,7854279
514,Comfy Apartment at 2BR Signature Park Grande By Travelio,2,1,50,3,2200,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,Full Furnished,7858431
515,Comfy and Modern 1BR The Accent Bintaro Apartment By Travelio,1,1,30,2,2200,"Jl. Wahid Hasyim Blok FG 12 No. 43, Pd. Jaya, Pd. Aren, Kota Tangerang Selatan, Banten 15222",1,Full Furnished,7970000
516,Tidy Comfy 1BR Taman Rasuna Apartment By Travelio,1,1,56,2,1300,"Kompleks Epicentrum, Jalan HR. Rasuna Said, RT.16/RW.1, Karet Kuningan, Menteng Atas, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,Full Furnished,8000000
517,Fully Furnished with Comfortable Design 1BR Denpasar Residence Apartment By Travelio,1,1,44,2,3500,"Jl. Professor Doktor Satrio Kav.18, Karet Kuningan, Setia Budi, RT.14/RW.4, Karet Kuningan, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,Full Furnished,7608999
518,Homey Studio Room at Capitol Suites By Travelio,0,1,36,2,2200,"Jalan Prapatan Raya Nomor 20-22, Kelurahan Senen, Kecamatan Senen, Jakarta Pusat, Propinsi Daerah Khusus Ibukota Jakarta",1,Full Furnished,7994591
519,Best Price 2BR Hampton's Park Apartment Near Pondok Indah Mall By Travelio,2,1,58,4,3500,"Jalan Terogong Raya No.18 RT.10/RW.10, Cilandak Barat, Jakarta Selatan 12430",1,Full Furnished,8156737
520,Wonderful Studio at The Newton Ciputra World 2 Apartment By Travelio,0,1,23,2,2200,"Jl. Prof. DR. Satrio No.7, RT.3/RW.3, Karet Semanggi, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",1,Full Furnished,8206249
521,Simple and Cozy Stay 2BR Apartment at Aspen Residence By Travelio,2,1,66,3,3500,"Jl. RS Fatmawati No.1, RT.1/RW.1, Pd. Labu, Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12450",1,Full Furnished,7744585
522,Best Price 2BR L'Avenue Apartment By Travelio,2,1,71,3,3500,"Jl. Raya Pasar Minggu No.15, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,Full Furnished,7322806
523,Comfy and Modern 2BR at Sudirman Park Apartment By Travelio,2,1,46,3,2200,"Jalan K.H. Mas Mansyur Kav.35, RT.12/RW.11, Karet Tengsin, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250",1,Full Furnished,8330000
524,Pool View 2BR Apartment at Capitol Park Residence By Travelio,2,1,43,3,3500,"Jalan Salemba Raya 16 3 6, RT.3/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430",1,Full Furnished,8350643
525,1BR Exclusive Royale Springhill Apartment Kemayoran By Travelio,1,1,60,3,2200,"Jl. Benyamin Suaeb Blok D7, Kemayoran, Pademangan Tim., Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14410",1,Full Furnished,8363999
526,Comfortable 2BR Apartment at H Residence By Travelio,2,1,61,4,2200,"Jl. MT Haryono No.7, RT.12/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340",1,Full Furnished,8400000
527,The Convenient 2BR Apartment at Jakarta Residence By Travelio,2,1,55,4,1,"Jl. Kebon Kacang Raya, Kb. Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,Full Furnished,8400000
528,Exclusive 1BR Apartment The Wave Kuningan near Epicentrum By Travelio,1,1,49,2,2200,"Komplek Rasuna Epicentrum, Jalan Epicentrum Boulevard Timur, Menteng Atas, Setiabudi, RT.5/RW.1, Menteng Atas, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960",1,Full Furnished,8415299
529,2BR Luxury CitraLake Suites Apartment By Travelio,2,1,79,3,4400,"Jl. Raya Citra, RW.5, Tegal Alur, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11820",1,Full Furnished,6948380
530,Strategic Location and City View 1BR Tamansari Semanggi Apartment By Travelio,1,1,35,2,1,"Jl. Akri No. 134, Setiabudi, Jakarta Selatan - 12930",1,Full Furnished,8449999
531,Monas View Studio Apartment at Capitol Suites By Travelio,0,1,37,2,2200,"Jalan Prapatan Raya Nomor 20-22, Kelurahan Senen, Kecamatan Senen, Jakarta Pusat, Propinsi Daerah Khusus Ibukota Jakarta",1,Full Furnished,8474999
532,Comfort 1BR at Puri Imperium Apartment By Travelio,1,1,51,2,4400,"Jalan Taman Rasuna Selatan, RT.17/RW.1, Menteng Atas, Setiabudi, RT.6/RW.2, Guntur, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960",1,Full Furnished,8499999
533,Well Appointed Studio Apartment at Ancol Mansion By Travelio,0,1,67,2,2200,"Jl. Pasir Putih II, RT.11/RW.10, Ancol, Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14430",1,Full Furnished,8500000
534,Luxury 2BR at Signature Park Grande Apartment By Travelio,2,1,40,4,2200,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,Full Furnished,8500000
535,Premium and Spacious Studio Apartment at Capitol Park Residence By Travelio,0,1,36,2,2200,"Jalan Salemba Raya 16 3 6, RT.3/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430",1,Full Furnished,8500000
536,Homey and Relaxing 2BR The Wave Apartment By Travelio,2,1,60,3,3500,"Komplek Rasuna Epicentrum, Jalan Epicentrum Boulevard Timur, RT.5/RW.1, Kuningan, Menteng Atas, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960",1,Full Furnished,8524999
537,Elegant 2BR at The Empyreal Condominium Epicentrum Apartment By Travelio,2,2,86,3,10600,"Jl. Epicentrum Tengah No.3, RT.2/RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,Full Furnished,7552787
538,Highest Value 1BR Apartment at Gold Coast PIK By Travelio,1,1,51,2,1,"Jalan Pantai Indah Kapuk Boulevard, Kelurahan Kamal Muara, Kecamatan Penjaringan, Wilayah Jakarta Utara, Propinsi DKI Jakarta",1,Full Furnished,8569936
539,New Furnished 2BR Apartment at Capitol Park Residence By Travelio,2,1,46,3,3500,"Jalan Salemba Raya 16 3 6, RT.3/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430",1,Full Furnished,8598886
540,Great Choice and Comfy 2BR Apartment Thamrin Residence By Travelio,2,1,58,3,2200,"Jalan Kebon Kacang Raya, RT.3/RW.8, Kebon Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,Full Furnished,8599999
541,Big and Cozy 2BR Ancol Mansion Apartment By Travelio,2,2,126,4,4400,"Jl. Pasir Putih II, RT.11/RW.10, Ancol, Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14430",1,Full Furnished,8580426
542,Spacious 3BR @ Cervino Village Apartment By Travelio,3,2,77,4,4400,"Jl. KH. Abdullah Syafei Kav. 27, RT.17/RW.1, Tebet Barat, Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",1,Full Furnished,8797499
543,Wonderful 1BR at Bellevue Place Apartment By Travelio,1,1,43,2,2200,"Jl. MT Haryono Kav.21, RT.10/RW.10, Tebet Timur, Tebet, Jakarta Selatan, Jakarta 12810",1,Full Furnished,8800000
544,Comfy 3BR Apartment at Casablanca Mansion By Travelio,3,2,54,6,3500,"Jl. Casablanca No.1, RT.14/RW.5, Menteng Dalam, Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960",1,Full Furnished,8350799
545,3BR Apartment at Casablanca Mansion By Travelio,3,2,62,4,2200,"Jl. Casablanca No.1, RT.14/RW.5, Menteng Dalam, Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960",1,Full Furnished,8204999
546,Homey 1 BR Apartment Thamrin Residence By Travelio,1,1,38,3,2200,"Jalan Kebon Kacang Raya, RT.3/RW.8, Kebon Melati, Tanah Abang, RT.3/RW.8, Kb. Melati, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,Full Furnished,8920217
547,Best Price 3BR Taman Rasuna Apartment By Travelio,3,2,89,4,1,"RT.17/RW.1, Kompleks Epicentrum, Jalan Hr. Rasuna Said, RT.2/RW.5, Karet Kuningan, RT.16/RW.1, Menteng Atas, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,Full Furnished,8949999
548,1BR with Sofa Bed Thamrin Executive Apartment By Travelio,1,1,39,2,1300,"Jl. Kb. Melati 4 No.1A, RT.4/RW.9, Kb. Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,Full Furnished,8976319
549,Comfy and Strategic 1BR Kuningan Place Apartment with Playground View By Travelio,1,1,62,2,3200,"Jl. Kuningan Utama Lot No.15, RT.7/RW.1, Menteng Atas, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",1,Full Furnished,8999999
550,Elegant 2BR Citralake Suites Apartment By Travelio,2,1,71,3,4400,"Jl. Raya Citra, RW.5, Tegal Alur, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11820",1,Full Furnished,8999999
551,Cozy Studio at Way Seputih Residence near Central Park By Travelio,0,1,16,2,1300,"Jl. Way Seputih V No.2, RT.11/RW.1, Tj. Duren Sel., Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",-1,Full Furnished,2500000
552,Great Choice 2BR Apartment at Thamrin Residence By Travelio,2,1,41,2,3300,"Jalan Kebon Kacang Raya, RT.3/RW.8, Kebon Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,Full Furnished,9000000
553,New Fully Furnished Studio at Gold Coast PIK By Travelio,0,1,28,2,1,"Jalan Pantai Indah Kapuk Boulevard, Kelurahan Kamal Muara, Kecamatan Penjaringan, Wilayah Jakarta Utara, Propinsi DKI Jakarta",1,Full Furnished,9000000
554,Gorgeous 2BR Apartment Maqna Residence By Travelio,2,2,76,3,4400,"Jl. Meruya Ilir Raya No.88, RT.1/RW.5, Meruya Utara, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,Full Furnished,9216249
555,Luxury Combined Apartment Unit 3BR Pejaten Park Residence By Travelio,3,2,125,5,5700,"Jl. Warung Jati Barat No.21, RT.1/RW.11, Ragunan, Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510",1,Full Furnished,8328919
556,Spacious 2BR Ambassador 2 Apartment By Travelio,2,1,80,3,1,"Jalan Professor Doktor Satrio No.8, RT.11/RW.4, Karet Kuningan, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,Full Furnished,9499999
557,Comfortable 2BR Apartment at Pejaten Park Residence By Travelio,2,2,64,4,3300,"Jl. Warung Jati Barat No.21, RT.1/RW.11, Ragunan, Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510",1,Full Furnished,9500000
558,Comfy 2BR at Tamansari Semanggi Apartment By Travelio,2,1,68,4,2200,"Jl. Akri No.134, RT.8/RW.2, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,Full Furnished,8079999
559,Premium 2BR near Pondok Indah Mall at Hampton's Park Apartment By Travelio,2,2,96,3,2200,"Jl. Terogong Raya No.18, RT.3/RW.10, Cilandak Bar., Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",1,Full Furnished,9161169
560,The Royal 2BR St. Moritz Apartment By Travelio,2,1,82,4,1,"Puri Indah CBD, Jl. Puri Indah Raya Blok U 1, Kembangan Selatan,, RT.3, RW.2, Jakarta, Daerah Khusus Ibukota Jakarta 11610",1,Full Furnished,9721249
561,Minimalist and Spacious Studio Apartment at Pearl Garden By Travelio,0,1,52,2,3500,"Jl. Gatot Subroto No.7, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,Full Furnished,8224999
562,Comfy 2BR Ambassador 2 Apartment By Travelio,2,1,88,3,5500,"Jalan Professor Doktor Satrio No.8, RT.11/RW.4, Karet Kuningan, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,Full Furnished,9574999
563,Fancy and Spacious 1BR Apartment at L'avenue Pancoran By Travelio,1,1,53,2,2200,"Jl. Raya Pasar Minggu No.15, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,Full Furnished,9246499
564,Spacious 3BR Ambassade Residences Apartment near Kuningan By Travelio,3,2,95,4,4500,"Jalan Denpasar Raya Kav. 5-7, Kuningan, RT.16/RW.4, Karet Kuningan, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",1,Full Furnished,8840959
565,Modern and Homey 1BR L'Avenue Pancoran Apartment By Travelio,1,1,58,2,2200,"Jl. Raya Pasar Minggu No.15, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,Full Furnished,9861879
566,2 BR Spacious Sudirman Tower Apartment Semanggi By Travelio,2,2,90,4,1,"Jl. Garnisun 1 No.8, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,Full Furnished,9899999
567,Cozy 2BR Apartment with Sofa Bed at Tamansari Semanggi By Travelio,2,1,62,4,1,"Jl. Akri No.134, RT.8/RW.2, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,Full Furnished,9949999
568,Furnished 1BR City View Casa Grande Apartment By Travelio,1,1,47,2,2200,"Jl. Casablanca Raya Kav 88 Mall Kota Kasablanka, RT.14/RW.5, Menteng Dalam, Tebet, Jakarta, Daerah Khusus Ibukota Jakarta 12870",1,Full Furnished,9993204
569,Luxurious 1BR @ L'Avenue Apartment near Sampoerna Universitas By Travelio,1,1,63,2,2200,"Jl. Raya Pasar Minggu No.15, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,Full Furnished,9999999
570,1 BR Apartment @ Casa Grande Residence Near Kota Kasablanka By Travelio,0,1,55,2,1,"Jl. Casablanca Raya Kav 88 Mall Kota Kasablanka, RT.14/RW.5, Menteng Dalam, Tebet, Jakarta, Daerah Khusus Ibukota Jakarta 12870",1,Full Furnished,9999999
571,Spacious for 2BR Apartment at Sudirman Tower Condominium By Travelio,2,2,90,4,6600,"Jl. Garnisun 1 No.8, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,Full Furnished,9499999
572,2BR with Study Room at L'Avenue Apartment By Travelio,2,1,78,4,3500,"Jl. Raya Pasar Minggu No.15, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,Full Furnished,10000000
573,Wonderful Studio at Kemang Village Apartment By Travelio,0,1,38,2,2300,"Jalan Pangeran Antasari No. 36, Kemang, Mampang Prapatan, RT.12/RW.5, Bangka, Mampang Prpt., Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150",1,Full Furnished,10000000
574,1BR Pancoran L'Avenue Comfy Apartment By Travelio,1,1,65,2,2200,"Jl. Raya Pasar Minggu No.15, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,Full Furnished,9473349
575,Modern 2BR Loft Apartment at Satu8 Residence By Travelio,2,2,105,4,4400,"Jl. Pilar Komp. Delta Kedoya Kav. 18 Blok S, RT.7/RW.3, Kedoya Sel., Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520",1,Full Furnished,8674999
576,1BR Suite L'avenue Apartment Pancoran By Travelio,1,1,65,3,2200,"Jl. Raya Pasar Minggu Kav. 16, Pancoran, RT.7/RW.9, Jakarta Selatan 12780",1,Full Furnished,10227982
577,Luxury Design 1BR L'Avenue Apartment near Pancoran By Travelio,1,1,65,2,2200,"Jl. Raya Pasar Minggu No.15, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,Full Furnished,10248349
578,Elegant and Homey 1BR Nuansa Hijau Apartment Pondok Indah By Travelio,1,1,97,2,3500,"Jl. Sekolah Kencana IV, RT.7/RW.15, Pd. Pinang, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12310",1,Full Furnished,10249999
579,Best Choice 2BR Kuningan Place Apartment with Private Balcony By Travelio,2,1,64,3,3200,"Jl. Kuningan Utama Lot No.15, RT.7/RW.1, Menteng Atas, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",1,Full Furnished,10250000
580,Best North 1BR L'Avenue Apartment By Travelio,1,1,68,3,2200,"Jl. Raya Pasar Minggu Kav. 16, RT.7/RW.9, Pancoran, Gatot Subroto, RT.7/RW.9, Pancoran, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,Full Furnished,10285812
581,Best South 1BR L'Avenue Apartment By Travelio,1,1,68,3,2200,"Jl. Raya Pasar Minggu Kav. 16, RT.7/RW.9, Pancoran, Gatot Subroto, RT.7/RW.9, Pancoran, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,Full Furnished,10310812
582,Comfy 1BR L'Avenue Apartment By Travelio,1,1,68,2,2200,"Jl. Raya Pasar Minggu No.15, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,Full Furnished,10338170
583,Stylish 1BR Apartment at Veranda Residence @ Puri By Travelio,1,1,67,2,4400,"Jl. Pesanggrahan No.28, RT.1/RW.6, Kembangan Sel., Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,Full Furnished,9849999
584,Homey with Private Lift 2BR Apartment at St. Moritz Puri near Mall By Travelio,2,2,96,4,9200,"Puri Indah CBD Blok U 1, Jl. Puri Indah Raya, RT.3/RW.2, Kembangan Sel., Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,Full Furnished,10358597
585,Spacious 2BR at Lexington Apartment By Travelio,2,2,80,3,3500,"Jl. Deplu Raya, RT.3/RW.3, Bintaro, Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330",1,Full Furnished,9374999
586,Exclusive 1BR Veranda Residence @ Puri Apartment By Travelio,1,1,67,2,2200,"Jl. Pesanggrahan No.28, RT.1/RW.6, Kembangan Sel., Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,Full Furnished,10453499
587,Clean and Tidy 2BR at Puri Casablanca Apartment By Travelio,2,2,92,3,3500,"Jl. Puri Casablanca No. 1, RT.04 / RW.12, Menteng Dalam, Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870",1,Full Furnished,10474999
588,Brand New and Cozy 2BR Kuningan Place Apartment By Travelio,2,1,61,3,1,"Jl. Kuningan Utama Lot No.15, RT.7/RW.1, Menteng Atas, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",1,Full Furnished,10499999
589,Stunning 2BR Apartment at Satu8 Residence By Travelio,2,2,117,4,4400,"Jl. Pilar Komp. Delta Kedoya Kav. 18 Blok S, RT.7/RW.3, Kedoya Sel., Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520",1,Full Furnished,9015237
590,2BR Broad Lexington Residence near Pondok Indah By Travelio,2,2,85,4,3500,"Jl. Deplu Raya, RT.3/RW.3, Bintaro, Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330",1,Full Furnished,10640507
591,Cozy 2BR Apartment Nine Residence with City View By Travelio,2,1,83,3,2200,"Jl. Warung Jati Barat No.12, RT.2/RW.5, Duren Tiga, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760",1,Full Furnished,10499999
592,Great Location 1BR Gandaria Heights Apartment By Travelio,1,1,33,2,2200,"Jl. KH. Moh Syafi'i Hadzami No.8, RT.010/RW.06, Kebayoran Lama Utara, Jakarta Selatan 12240",1,Full Furnished,10574999
593,Comfortable 1BR at The Newton Ciputra World 2 Apartment By Travelio,1,1,42,2,2200,"Jl. Prof. DR. Satrio No.7, RT.3/RW.3, Karet Semanggi, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",1,Full Furnished,10249999
594,Brand New and Strategic 1BR The Newton Ciputra World 2 Apartment By Travelio,1,1,42,2,2200,"Jl. Prof. DR. Satrio No.7, RT.3/RW.3, Karet Semanggi, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",1,Full Furnished,10254336
595,Cozy Living 2BR Apartment at Lexington Residence By Travelio,2,2,85,3,3500,"Jl. Deplu Raya, RT.3/RW.3, Bintaro, Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330",1,Full Furnished,10847858
596,Premium Best Choice 2BR with Private Lift at Menteng Park Apartment By Travelio,2,1,61,3,2200,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,Full Furnished,10381131
597,2BR Prestige Dharmawangsa Essence Apartment Suites By Travelio,2,1,71,3,6600,"Jl. Darmawangsa-X No.86, Cipete Utara, Kby. Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150",1,Full Furnished,10899999
598,Super Spacious 2BR at Grand ITC Permata Hijau Apartment By Travelio,2,2,137,3,3500,"Jalan Arteri Permata Hijau, Kebayoran Lama, Grogol Utara, Kby. Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12210",1,Full Furnished,9449999
599,Modern and Fully Furnished 1BR at Kemang Mansion Apartment By Travelio,1,1,60,2,4400,"Jalan Kemang Raya No. 3-5, RT.1/RW.7, Bangka, Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",1,Full Furnished,10979999
600,Luxurious & Fully Furnished 1BR Casablanca Apartment By Travelio,1,1,79,2,2200,"Jalan Casablanca Kav. 12, RT.14/RW.5, Menteng Dalam, Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870",1,Full Furnished,10999999
601,Comfortable 2BR Apartment at Ambassade Residence By Travelio,2,1,64,3,2200,"Jalan Denpasar Raya Kav. 5-7, Kuningan, RT.16/RW.4, Karet Kuningan, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",1,Full Furnished,11000000
602,Modern 3BR at Sudirman Park Apartment By Travelio,3,2,81,5,4400,"Jalan K.H. Mas Mansyur Kav.35, RT.12/RW.11, Karet Tengsin, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250",1,Full Furnished,10909499
603,Cozy Living 2BR Kuningan Place Apartment near Bussiness Center By Travelio,2,1,84,3,3200,"Jl. Kuningan Utama Lot No.15, RT.7/RW.1, Menteng Atas, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",1,Full Furnished,11150000
604,Very Spacious 1BR Kuningan Place Apartment with Direct Access to Lift By Travelio,1,1,84,2,3600,"Jl. Kuningan Utama Lot No.15, RT.7/RW.1, Menteng Atas, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",1,Full Furnished,11150000
605,Best Choice 2BR Apartment Denpasar Residence By Travelio,2,1,71,3,4500,"Jl. Professor Doktor Satrio Kav.18, Karet Kuningan, Setia Budi, RT.14/RW.4, Karet Kuningan, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,Full Furnished,9674947
606,Elegant 1BR Apartment at Kemang Mansion By Travelio,1,1,60,2,4400,"Jalan Kemang Raya No. 3-5, RT.1/RW.7, Bangka, Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",1,Full Furnished,11180699
607,Spacious 1BR Apartment at 1 @ Cik Ditiro Apartment By Travelio,1,1,66,2,3300,"Jl. Teuku Cik Ditiro RT.1/RW.2, Gondangdia, Menteng, Central Jakarta City, Jakarta 10350",1,Full Furnished,10524999
608,Strategic Best View @ 2BR Menteng Park Apartment By Travelio,2,1,61,3,3500,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,Full Furnished,11346192
609,Comfy Premium 2BR at Bellagio Residence Apartment By Travelio,2,2,77,2,3500,"Jl. Mega Kuningan Barat No.3, RT.5/RW.2, Kuningan, Kuningan Tim., Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",-1,Full Furnished,9899999
610,Cozy with Private Lift 2BR at Menteng Park Apartment By Travelio,2,1,64,3,1300,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,Full Furnished,11500000
611,Exclusive 2BR The Bellezza Apartment with City View By Travelio,2,2,81,3,3200,"Jalan Letjen Soepeno No.34, Arteri Permata Hijau, RT.4/RW.2, Grogol Utara, Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12210",1,Full Furnished,10999999
